,Edad,Sexo,Número_hijos,Nivel_educación,Estado_civil,Renta,Estado_laboral,Conocimiento_financiero,Patrimonio
3189,45,F,2,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
3190,47,M,3,High School,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
3191,43,M,3,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
3192,39,M,2,Uneducated,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
3193,36,M,1,Uneducated,Unknown,$120K +,Trabajando,No,$380K - $1.5M
3194,44,M,3,Unknown,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
3195,47,M,4,Unknown,Single,$60K - $80K,Trabajando,No,$90K - $170K
3196,41,F,1,High School,Single,Less than $40K,Trabajando,No,$10K - $50K
3197,42,M,3,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
3198,48,M,3,Doctorate,Married,$80K - $120K,Trabajando,No,$170K - $380K
3199,46,M,4,Graduate,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
3200,46,F,4,Uneducated,Single,0,Desempleado,Sí,$-30K - $10K
3201,46,F,3,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
3202,52,M,2,Uneducated,Divorced,$120K +,Trabajando,No,$380K - $1.5M
3203,56,M,2,Uneducated,Divorced,$60K - $80K,Trabajando,Sí,$90K - $170K
3204,38,F,1,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
3205,41,M,0,High School,Single,$80K - $120K,Trabajando,No,$170K - $380K
3206,51,M,3,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
3207,26,F,0,Unknown,Unknown,0,Desempleado,No,$-30K - $10K
3208,51,M,2,Graduate,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
3209,41,M,5,Graduate,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
3210,57,M,2,Graduate,Unknown,$60K - $80K,Trabajando,No,$90K - $170K
3211,44,M,4,Graduate,Married,$120K +,Trabajando,No,$380K - $1.5M
3212,52,M,1,Uneducated,Married,$120K +,Trabajando,No,$380K - $1.5M
3213,49,M,2,High School,Married,$60K - $80K,Trabajando,No,$90K - $170K
3214,52,M,2,Unknown,Single,$60K - $80K,Trabajando,No,$90K - $170K
3215,44,F,1,Unknown,Divorced,0,Desempleado,No,$-30K - $10K
3216,63,M,1,High School,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
3217,44,M,3,College,Single,$60K - $80K,Trabajando,No,$90K - $170K
3218,53,M,4,Uneducated,Single,$60K - $80K,Trabajando,No,$90K - $170K
3219,47,F,3,Unknown,Married,$40K - $60K,Trabajando,No,$50K - $90K
3220,49,M,4,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
3221,35,M,3,High School,Unknown,$80K - $120K,Trabajando,No,$170K - $380K
3222,45,M,3,College,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
3223,45,M,4,Unknown,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
3224,36,M,2,College,Single,$60K - $80K,Trabajando,No,$90K - $170K
3225,42,M,3,Post-Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
3226,46,M,1,Graduate,Divorced,$120K +,Trabajando,No,$380K - $1.5M
3227,49,M,5,Uneducated,Married,$40K - $60K,Trabajando,No,$50K - $90K
3228,50,M,0,High School,Divorced,$40K - $60K,Trabajando,No,$50K - $90K
3229,57,F,3,Doctorate,Single,Less than $40K,Trabajando,No,$10K - $50K
3230,46,F,0,Graduate,Divorced,0,Desempleado,No,$-30K - $10K
3231,55,M,2,High School,Divorced,$120K +,Trabajando,No,$380K - $1.5M
3232,38,M,2,College,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
3233,35,F,2,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
3234,48,M,0,Doctorate,Married,$60K - $80K,Trabajando,No,$90K - $170K
3235,57,M,3,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
3236,55,M,2,Unknown,Single,$60K - $80K,Trabajando,No,$90K - $170K
3237,47,M,2,Graduate,Unknown,$80K - $120K,Trabajando,No,$170K - $380K
3238,37,M,3,College,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
3239,48,F,5,Uneducated,Married,Less than $40K,Trabajando,No,$10K - $50K
3240,49,F,2,High School,Married,0,Desempleado,Sí,$-30K - $10K
3241,49,M,2,Post-Graduate,Unknown,$60K - $80K,Trabajando,Sí,$90K - $170K
3242,48,F,4,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
3243,52,M,1,Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
3244,44,F,2,Uneducated,Divorced,$40K - $60K,Trabajando,Sí,$50K - $90K
3245,41,M,4,Unknown,Married,$80K - $120K,Trabajando,No,$170K - $380K
3246,51,F,1,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
3247,45,F,2,Post-Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
3248,49,F,4,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
3249,47,M,5,Unknown,Single,$120K +,Trabajando,No,$380K - $1.5M
3250,44,M,3,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
3251,42,M,2,Doctorate,Unknown,$80K - $120K,Trabajando,No,$170K - $380K
3252,62,M,1,Unknown,Single,$80K - $120K,Trabajando,No,$170K - $380K
3253,32,M,1,Unknown,Single,$120K +,Trabajando,Sí,$380K - $1.5M
3254,43,M,2,Graduate,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
3255,62,M,1,Graduate,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
3256,46,M,2,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
3257,62,F,1,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
3258,42,M,2,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
3259,39,M,4,College,Single,$80K - $120K,Trabajando,No,$170K - $380K
3260,59,M,1,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
3261,43,M,2,Doctorate,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
3262,52,M,1,Unknown,Divorced,$120K +,Trabajando,Sí,$380K - $1.5M
3263,59,F,2,High School,Single,0,Desempleado,No,$-30K - $10K
3264,60,M,1,Unknown,Single,$60K - $80K,Trabajando,No,$90K - $170K
3265,48,F,1,Uneducated,Divorced,Less than $40K,Trabajando,Sí,$10K - $50K
3266,40,F,3,College,Divorced,0,Desempleado,Sí,$-30K - $10K
3267,55,M,1,College,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
3268,48,M,3,High School,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
3269,36,M,2,Doctorate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
3270,49,M,3,High School,Unknown,$60K - $80K,Trabajando,Sí,$90K - $170K
3271,40,M,2,High School,Unknown,$80K - $120K,Trabajando,No,$170K - $380K
3272,54,F,3,Doctorate,Unknown,Less than $40K,Trabajando,Sí,$10K - $50K
3273,40,M,3,Uneducated,Single,$120K +,Trabajando,No,$380K - $1.5M
3274,63,M,0,College,Single,$80K - $120K,Trabajando,No,$170K - $380K
3275,44,F,3,Uneducated,Married,Less than $40K,Trabajando,No,$10K - $50K
3276,44,M,2,High School,Married,$80K - $120K,Trabajando,No,$170K - $380K
3277,45,F,4,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
3278,36,F,3,College,Single,Less than $40K,Trabajando,No,$10K - $50K
3279,45,F,3,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
3280,38,M,3,Unknown,Unknown,$80K - $120K,Trabajando,No,$170K - $380K
3281,44,F,3,Uneducated,Single,Less than $40K,Trabajando,Sí,$10K - $50K
3282,35,M,1,Doctorate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
3283,55,M,2,Graduate,Single,$120K +,Trabajando,No,$380K - $1.5M
3284,61,F,0,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
3285,43,F,5,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
3286,40,F,4,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
3287,51,F,3,High School,Single,$40K - $60K,Trabajando,No,$50K - $90K
3288,48,F,2,Unknown,Single,0,Desempleado,No,$-30K - $10K
3289,64,M,0,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
3290,49,M,3,Graduate,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
3291,54,F,1,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
3292,46,M,3,High School,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
3293,34,F,2,Unknown,Single,Less than $40K,Trabajando,Sí,$10K - $50K
3294,46,M,3,Graduate,Unknown,$80K - $120K,Trabajando,No,$170K - $380K
3295,48,M,3,Uneducated,Married,$40K - $60K,Trabajando,No,$50K - $90K
3296,45,M,3,High School,Divorced,$60K - $80K,Trabajando,Sí,$90K - $170K
3297,65,F,1,Uneducated,Single,Less than $40K,Trabajando,No,$10K - $50K
3298,45,M,0,Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
3299,40,F,3,Unknown,Single,Less than $40K,Trabajando,Sí,$10K - $50K
3300,50,F,1,High School,Single,Less than $40K,Trabajando,Sí,$10K - $50K
3301,40,M,5,Post-Graduate,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
3302,38,M,1,High School,Single,$120K +,Trabajando,No,$380K - $1.5M
3303,36,M,0,Graduate,Unknown,Less than $40K,Trabajando,No,$10K - $50K
3304,54,F,1,High School,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
3305,50,M,2,High School,Single,$60K - $80K,Trabajando,No,$90K - $170K
3306,50,M,2,High School,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
3307,41,M,4,High School,Married,$80K - $120K,Trabajando,No,$170K - $380K
3308,46,M,4,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
3309,44,F,5,High School,Unknown,0,Desempleado,Sí,$-30K - $10K
3310,50,M,4,Graduate,Single,$120K +,Trabajando,No,$380K - $1.5M
3311,45,M,4,Graduate,Single,$80K - $120K,Trabajando,No,$170K - $380K
3312,40,F,4,College,Married,Less than $40K,Trabajando,Sí,$10K - $50K
3313,46,F,4,Uneducated,Married,Less than $40K,Trabajando,No,$10K - $50K
3314,48,M,2,Unknown,Unknown,$60K - $80K,Trabajando,Sí,$90K - $170K
3315,47,M,4,High School,Married,$40K - $60K,Trabajando,No,$50K - $90K
3316,42,M,3,Graduate,Unknown,$80K - $120K,Trabajando,No,$170K - $380K
3317,43,F,3,Graduate,Unknown,0,Desempleado,No,$-30K - $10K
3318,49,F,3,Graduate,Unknown,0,Desempleado,Sí,$-30K - $10K
3319,46,F,4,Graduate,Married,0,Desempleado,No,$-30K - $10K
3320,41,F,3,Unknown,Married,0,Desempleado,No,$-30K - $10K
3321,45,M,2,Graduate,Divorced,$40K - $60K,Trabajando,Sí,$50K - $90K
3322,40,M,2,Graduate,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
3323,40,M,2,Graduate,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
3324,49,M,2,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
3325,51,M,4,Uneducated,Single,$120K +,Trabajando,No,$380K - $1.5M
3326,43,F,4,Graduate,Single,0,Desempleado,Sí,$-30K - $10K
3327,45,M,2,Graduate,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
3328,38,M,3,College,Single,$80K - $120K,Trabajando,No,$170K - $380K
3329,40,F,2,Uneducated,Married,0,Desempleado,No,$-30K - $10K
3330,49,M,4,College,Divorced,$40K - $60K,Trabajando,Sí,$50K - $90K
3331,45,F,3,Graduate,Unknown,Less than $40K,Trabajando,No,$10K - $50K
3332,63,F,0,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
3333,43,M,3,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
3334,50,M,1,High School,Single,$40K - $60K,Trabajando,No,$50K - $90K
3335,47,F,5,High School,Married,Less than $40K,Trabajando,Sí,$10K - $50K
3336,63,M,1,Graduate,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
3337,30,F,2,Post-Graduate,Divorced,Less than $40K,Trabajando,No,$10K - $50K
3338,41,M,3,Doctorate,Single,$60K - $80K,Trabajando,No,$90K - $170K
3339,38,M,3,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
3340,44,F,2,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
3341,50,M,1,Uneducated,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
3342,50,M,3,Unknown,Married,$80K - $120K,Trabajando,No,$170K - $380K
3343,46,F,4,College,Single,Less than $40K,Trabajando,No,$10K - $50K
3344,51,M,0,Unknown,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
3345,53,F,1,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
3346,40,M,4,Unknown,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
3347,49,F,1,Unknown,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
3348,54,M,2,Post-Graduate,Divorced,$120K +,Trabajando,Sí,$380K - $1.5M
3349,50,M,1,College,Married,$80K - $120K,Trabajando,No,$170K - $380K
3350,45,M,4,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
3351,46,F,2,High School,Unknown,0,Desempleado,No,$-30K - $10K
3352,51,F,3,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
3353,63,F,0,High School,Single,Less than $40K,Trabajando,No,$10K - $50K
3354,54,F,3,Graduate,Divorced,$40K - $60K,Trabajando,Sí,$50K - $90K
3355,51,M,1,Uneducated,Married,$60K - $80K,Trabajando,No,$90K - $170K
3356,60,M,1,Graduate,Single,$60K - $80K,Trabajando,No,$90K - $170K
3357,30,M,0,Unknown,Single,$40K - $60K,Trabajando,No,$50K - $90K
3358,44,M,5,Uneducated,Divorced,$60K - $80K,Trabajando,Sí,$90K - $170K
3359,33,M,3,Graduate,Divorced,$60K - $80K,Trabajando,Sí,$90K - $170K
3360,40,F,2,Uneducated,Unknown,$40K - $60K,Trabajando,Sí,$50K - $90K
3361,52,M,3,College,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
3362,39,M,5,Graduate,Single,$60K - $80K,Trabajando,No,$90K - $170K
3363,51,F,3,Unknown,Single,$40K - $60K,Trabajando,No,$50K - $90K
3364,51,F,1,Graduate,Single,0,Desempleado,Sí,$-30K - $10K
3365,46,M,2,College,Single,$60K - $80K,Trabajando,No,$90K - $170K
3366,44,M,3,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
3367,62,F,0,Doctorate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
3368,53,M,2,Uneducated,Single,$80K - $120K,Trabajando,No,$170K - $380K
3369,47,F,3,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
3370,45,M,3,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
3371,42,M,4,Graduate,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
3372,47,F,2,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
3373,41,F,2,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
3374,46,M,2,Unknown,Married,$60K - $80K,Trabajando,No,$90K - $170K
3375,36,M,3,Unknown,Single,$40K - $60K,Trabajando,No,$50K - $90K
3376,47,F,1,Doctorate,Married,$40K - $60K,Trabajando,No,$50K - $90K
3377,56,F,3,High School,Single,Less than $40K,Trabajando,No,$10K - $50K
3378,54,M,3,Graduate,Unknown,$80K - $120K,Trabajando,Sí,$170K - $380K
3379,42,F,3,Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
3380,39,F,1,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
3381,45,M,1,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
3382,52,M,2,Graduate,Single,$120K +,Trabajando,No,$380K - $1.5M
3383,46,M,4,Unknown,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
3384,48,M,3,High School,Unknown,$80K - $120K,Trabajando,Sí,$170K - $380K
3385,46,M,3,High School,Single,$60K - $80K,Trabajando,No,$90K - $170K
3386,42,M,3,Unknown,Married,$40K - $60K,Trabajando,No,$50K - $90K
3387,45,F,2,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
3388,50,F,3,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
3389,50,F,3,Uneducated,Single,Less than $40K,Trabajando,No,$10K - $50K
3390,39,F,1,Post-Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
3391,45,F,2,Doctorate,Single,0,Desempleado,No,$-30K - $10K
3392,52,M,0,Unknown,Single,$120K +,Trabajando,Sí,$380K - $1.5M
3393,42,M,2,Unknown,Married,$120K +,Trabajando,Sí,$380K - $1.5M
3394,49,F,3,Graduate,Single,0,Desempleado,No,$-30K - $10K
3395,51,M,2,College,Single,$120K +,Trabajando,No,$380K - $1.5M
3396,48,M,3,High School,Single,$60K - $80K,Trabajando,No,$90K - $170K
3397,52,F,3,High School,Married,0,Desempleado,Sí,$-30K - $10K
3398,43,M,3,High School,Single,$60K - $80K,Trabajando,No,$90K - $170K
3399,49,M,3,Doctorate,Married,$80K - $120K,Trabajando,No,$170K - $380K
3400,37,M,2,Uneducated,Divorced,Less than $40K,Trabajando,No,$10K - $50K
3401,48,F,3,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
3402,40,M,3,Graduate,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
3403,49,M,2,Unknown,Married,$40K - $60K,Trabajando,No,$50K - $90K
3404,46,M,4,Graduate,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
3405,50,F,0,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
3406,50,M,3,High School,Married,$80K - $120K,Trabajando,No,$170K - $380K
3407,44,F,4,Uneducated,Married,0,Desempleado,No,$-30K - $10K
3408,47,M,3,Unknown,Divorced,$60K - $80K,Trabajando,Sí,$90K - $170K
3409,48,F,2,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
3410,49,F,2,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
3411,51,F,5,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
3412,59,F,1,Uneducated,Unknown,Less than $40K,Trabajando,Sí,$10K - $50K
3413,45,M,4,Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
3414,50,F,1,Graduate,Married,0,Desempleado,No,$-30K - $10K
3415,46,F,4,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
3416,47,M,1,Unknown,Divorced,$80K - $120K,Trabajando,No,$170K - $380K
3417,46,M,4,College,Single,$60K - $80K,Trabajando,No,$90K - $170K
3418,60,F,0,High School,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
3419,38,F,3,Unknown,Unknown,$40K - $60K,Trabajando,Sí,$50K - $90K
3420,51,F,1,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
3421,47,F,3,Uneducated,Married,Less than $40K,Trabajando,Sí,$10K - $50K
3422,47,M,3,High School,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
3423,49,F,4,Unknown,Single,Less than $40K,Trabajando,Sí,$10K - $50K
3424,39,F,5,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
3425,44,F,2,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
3426,40,M,2,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
3427,56,M,3,High School,Married,$80K - $120K,Trabajando,No,$170K - $380K
3428,45,F,3,Uneducated,Unknown,Less than $40K,Trabajando,Sí,$10K - $50K
3429,37,M,5,Doctorate,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
3430,42,M,5,Graduate,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
3431,43,F,2,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
3432,59,F,2,Uneducated,Single,Less than $40K,Trabajando,No,$10K - $50K
3433,42,M,3,High School,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
3434,46,M,5,High School,Unknown,$120K +,Trabajando,Sí,$380K - $1.5M
3435,28,M,0,High School,Single,Less than $40K,Trabajando,No,$10K - $50K
3436,47,F,3,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
3437,54,M,2,Graduate,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
3438,55,F,1,College,Unknown,Less than $40K,Trabajando,Sí,$10K - $50K
3439,62,M,1,Uneducated,Single,$60K - $80K,Trabajando,No,$90K - $170K
3440,49,F,2,Uneducated,Married,Less than $40K,Trabajando,Sí,$10K - $50K
3441,48,M,3,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
3442,43,F,3,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
3443,51,M,1,Doctorate,Married,$80K - $120K,Trabajando,No,$170K - $380K
3444,48,M,4,High School,Unknown,$60K - $80K,Trabajando,No,$90K - $170K
3445,47,F,5,Doctorate,Married,$40K - $60K,Trabajando,No,$50K - $90K
3446,50,M,2,Graduate,Single,$80K - $120K,Trabajando,No,$170K - $380K
3447,56,M,2,Uneducated,Divorced,$40K - $60K,Trabajando,No,$50K - $90K
3448,43,M,2,Unknown,Single,$40K - $60K,Trabajando,No,$50K - $90K
3449,47,F,2,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
3450,49,F,3,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
3451,48,F,2,High School,Single,Less than $40K,Trabajando,Sí,$10K - $50K
3452,40,M,3,Graduate,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
3453,41,M,3,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
3454,43,F,2,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
3455,42,M,3,Graduate,Single,$60K - $80K,Trabajando,No,$90K - $170K
3456,39,M,3,Graduate,Single,$120K +,Trabajando,No,$380K - $1.5M
3457,50,F,1,Doctorate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
3458,50,M,3,Uneducated,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
3459,50,M,4,College,Married,$120K +,Trabajando,Sí,$380K - $1.5M
3460,51,F,2,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
3461,47,M,5,Doctorate,Single,Less than $40K,Trabajando,No,$10K - $50K
3462,41,M,3,Unknown,Divorced,$80K - $120K,Trabajando,Sí,$170K - $380K
3463,49,M,0,Unknown,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
3464,42,F,3,High School,Married,Less than $40K,Trabajando,Sí,$10K - $50K
3465,42,M,1,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
3466,45,M,3,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
3467,50,M,1,Doctorate,Divorced,$60K - $80K,Trabajando,Sí,$90K - $170K
3468,53,M,3,Graduate,Single,$120K +,Trabajando,No,$380K - $1.5M
3469,51,M,2,Unknown,Married,$80K - $120K,Trabajando,No,$170K - $380K
3470,50,F,1,Unknown,Married,0,Desempleado,Sí,$-30K - $10K
3471,64,M,0,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
3472,45,M,3,College,Single,$80K - $120K,Trabajando,No,$170K - $380K
3473,52,F,2,High School,Single,Less than $40K,Trabajando,Sí,$10K - $50K
3474,47,M,5,High School,Married,$80K - $120K,Trabajando,No,$170K - $380K
3475,38,M,2,Graduate,Single,$120K +,Trabajando,No,$380K - $1.5M
3476,45,F,0,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
3477,43,F,2,Graduate,Married,0,Desempleado,No,$-30K - $10K
3478,57,M,2,High School,Single,$80K - $120K,Trabajando,No,$170K - $380K
3479,47,F,3,Graduate,Unknown,0,Desempleado,No,$-30K - $10K
3480,42,F,3,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
3481,52,F,2,Uneducated,Married,Less than $40K,Trabajando,Sí,$10K - $50K
3482,48,F,3,Post-Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
3483,44,M,3,Post-Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
3484,40,F,3,High School,Single,Less than $40K,Trabajando,No,$10K - $50K
3485,50,F,4,Doctorate,Married,0,Desempleado,Sí,$-30K - $10K
3486,41,M,5,Unknown,Unknown,$80K - $120K,Trabajando,No,$170K - $380K
3487,42,F,5,College,Married,Less than $40K,Trabajando,No,$10K - $50K
3488,43,M,2,Uneducated,Single,$60K - $80K,Trabajando,No,$90K - $170K
3489,44,M,4,Graduate,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
3490,61,F,1,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
3491,51,M,3,Graduate,Single,$80K - $120K,Trabajando,No,$170K - $380K
3492,40,M,4,High School,Married,$60K - $80K,Trabajando,No,$90K - $170K
3493,46,M,5,Doctorate,Single,$60K - $80K,Trabajando,No,$90K - $170K
3494,50,M,1,Uneducated,Married,$120K +,Trabajando,No,$380K - $1.5M
3495,48,M,1,Unknown,Married,$60K - $80K,Trabajando,No,$90K - $170K
3496,50,M,1,Graduate,Single,$120K +,Trabajando,No,$380K - $1.5M
3497,44,M,4,Unknown,Single,$60K - $80K,Trabajando,No,$90K - $170K
3498,42,F,4,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
3499,46,M,3,Uneducated,Single,$60K - $80K,Trabajando,No,$90K - $170K
3500,52,M,1,High School,Single,$120K +,Trabajando,No,$380K - $1.5M
3501,42,M,3,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
3502,47,M,3,High School,Married,$80K - $120K,Trabajando,No,$170K - $380K
3503,39,M,3,High School,Single,$60K - $80K,Trabajando,No,$90K - $170K
3504,53,F,3,Uneducated,Single,Less than $40K,Trabajando,Sí,$10K - $50K
3505,52,M,2,High School,Single,$40K - $60K,Trabajando,No,$50K - $90K
